"Company_name","Company_activity","Company_url","Company_url_url","Company_geography","Company_employees","Company_AIuse","Company_min","Company_logo","Company_logo_url"
"PRIMEWARE TANZANIA LIMITED","Chatbot Development & Digital Solutions Firm.","Visit Website","http://www.primeware.co.tz/","Dar es Salaam, Tanzania","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/primeware_tanzania_limited.png","https://clutch.co/profile/primeware-tanzania"
"Arrange Systems","Technologies Driven With Values","Visit Website","http://www.arrangesystems.com/","Bhubaneswar, India","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0_126.png","https://clutch.co/profile/arrange-systems"
"Tiger Park Limited","software Development and Consulting Company","Visit Website","http://www.tiger-park.com/","Dhaka, Bangladesh","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/tiger_park_limited_logo.png","https://clutch.co/profile/tiger-park"
"EveryCode","Full stack web development agency","Visit Website","https://everycode.net/","Ukraine","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo-square_11.png","https://clutch.co/profile/everycode"
"Vértice Digital","Customized digital solutions","Visit Website","https://vertice.digital/","Rio de Janeiro, Brazil","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/vertice.png","https://clutch.co/profile/v%C3%A9rtice-digital"
"Wyvern Security","Duchess Of Cybersecurity.","Visit Website","https://wyvsecurity.com/","Orlando, FL","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/fd3166cd0c930d1cfda306e78aa94d66.png","https://clutch.co/profile/wyvern-security"
"OutSecure Inc","Make Security Actionable and Affordable.","Visit Website","http://www.outsecure.com/","Shelton, CT","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e4f217bd980e393a46a94905d987c5ee.png","https://clutch.co/profile/outsecure"
"Studio Vi","We help companies create more valuable interaction","Visit Website","https://viamsterdam.com/","Amsterdam, Netherlands","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b2e1d5ce4515022344112a47e7a9b9fb.svg","https://clutch.co/profile/studio-vi"
"FlashData","Complete API Solution for Risk Control and e-KYC","Visit Website","http://fd.myflashcloud.com/","shanghai xuhui area, China","250 - 999","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/1b8d655a04299cb613b827b575a15f6e.png","https://clutch.co/profile/flashdata"
"VMO JAPAN","Software Development Service Provider","Visit Website","https://www.vmogroup.jp/","Ha Noi, Vietnam","250 - 999","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8dcfe973ba4429ecac33b6562f61e873_0.jpg","https://clutch.co/profile/vmo-japan"
"Alien Intelligence","We craft digital experiences that grow businesses","Visit Website","https://www.alienintelligence.com.au/","Leederville, Australia","10 - 49","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8dc37408395f7eeaf570bb861794d630.png","https://clutch.co/profile/alien-intelligence"
"2excel","Imagination & Innovation that Works","Visit Website","http://www.2excel.com.au/","Adelaide, Australia","10 - 49","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/bb8a1d3a06476b9494a25a56cfb6be45.png","https://clutch.co/profile/2excel"
"Convedo","Intelligent Automation services experts","Visit Website","https://www.convedo.com/","London, United Kingdom","10 - 49","15% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/00ef2e6526e43331645ad48299dccc67.png","https://clutch.co/profile/convedo"
"Cherrypicks","Technology. Creativity. User Experience.","Visit Website","http://www.cherrypicks.com/","Kowloon, Hong Kong","50 - 249","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_cherrypicks.png","https://clutch.co/profile/cherrypicks"
"Softura","Experience IT with Certainty","Visit Website","https://www.softura.com/","Farmington Hills, MI","50 - 249","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/softura_logo_web_72dpi_0.png","https://clutch.co/profile/softura"
"Zepto Systems Ltd","Zepto Systems is your trusted IT partner","Visit Website","http://zeptosystems.com/","London, United Kingdom","50 - 249","10% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/screenshot-squire1.jpg","https://clutch.co/profile/zepto-systems"
"NORTEK CONSULTING INC","Offering innovative tech solutions to the world","Visit Website","http://www.nortekconsulting.com/","Irving, TX","50 - 249","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3cf8769cd6e7a52bfaefa4a955cdc30f.png","https://clutch.co/profile/nortek-consulting"
"OpenSistemas","Passion for Data","Visit Website","https://opensistemas.com/en/","Madrid, Spain","50 - 249","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/66c56b3e0c53778a88668cbaaaa2c4ee.png","https://clutch.co/profile/opensistemas"
"EDSA","Let's build trust!","Visit Website","http://edsa.consulting/","Deerfield Beach, FL","50 - 249","15% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/066d03403824d480ebe16d3b45692960.png","https://clutch.co/profile/edsa"
"1 -> 10","Ignite Everyone, Update Everything.","Visit Website","http://www.1-10.com/","Kyoto, Japan","10 - 49","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/1-10.jpg","https://clutch.co/profile/1-10"
"InGrid Lab","Blockchain Solutions Development","Visit Website","http://www.ingridlab.com/","Minsk, Belarus","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ingrid_lab_logo.png","https://clutch.co/profile/ingrid-lab"
"Disha House","Dream. Design. Deliver DREAM.","Visit Website","http://dishahouse.co.in/","Varanasi, India","2 - 9","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/disha_house.jpg","https://clutch.co/profile/disha-house"
"HX - Web & Mobile App Design, Development and Marketing","We design and build apps, ideas & dreams.","Visit Website","https://hx.ai/","Missoula, MT","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/hx_-_web_mobile_app_design_development_and_marketing_0.png","https://clutch.co/profile/hx-web-mobile-app-design-development-marketing"
"STONEK","Bringing Technology To You.","Visit Website","https://www.stonekltd.com/","Dar es Salaam, Tanzania","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/stonek.png","https://clutch.co/profile/stonek"
"Infinity Labs","Build Adaptive Intelligent Systems for Businesses","Visit Website","https://infinitylab.world/","Fort Worth, TX","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0_253.png","https://clutch.co/profile/infinity-labs"
"Trusted Software Development Company","20 years of software development for each teammate","Visit Website","http://trustedsoft.github.io/","Kyiv, Ukraine","2 - 9","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/tsdc.png","https://clutch.co/profile/trusted-software-development-company"
"Young & Digital","Holistic approach to digital marketing","Visit Website","https://young-digital.com/","Gräfelfing, Germany","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f8da4b4f774537e907c1198b635fa1a5.png","https://clutch.co/profile/young-digital"
"Smart Source Technologies Pte Ltd","Your partner in the cloud","Visit Website","https://www.smartsource.com.sg/","Singapore, Singapore","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8e9dfcabc080054334980fe03722de62.jpeg","https://clutch.co/profile/smart-source-technologies-pte"
"Moblize.IT LLC","Mobile Apps No Longer Drive Business","Visit Website","https://moblize.it/","Redwood City, CA","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/588021c9d50a8ca8a0339f0646fa7d65.jpg","https://clutch.co/profile/moblizeit"
"Luyten","Product-first development.","Visit Website","https://luyten.ai/","Montevideo, Uruguay","2 - 9","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0da76f623a3cc74e34b4255e00dc22c6.png","https://clutch.co/profile/luyten"
"Ciphers Lab","Cooking Ideas into Reality","Visit Website","http://cipherslab.com/","Karachi, Pakistan","2 - 9","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f581ea72e6b9c367ade04264e5e07feb.png","https://clutch.co/profile/ciphers-lab"
"Techauric Technologies Sdn Bhd","A.I Based App Development","Visit Website","http://techauric.com/","Kuala Lumpur, Malaysia","2 - 9","20% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/6e8b3617797be54c806abc2e110a041b.jpeg","https://clutch.co/profile/techauric-technologies-sdn-bhd"
"Cobryx","The right path","Visit Website","https://www.cobryx.com/","Cagliari, Italy","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/acc21108171019499ad638e173e01ea5.png","https://clutch.co/profile/cobryx"
"JMA RESOURCES, INC.","Pennsylvania Consulting Company","Visit Website","https://www.jmaresources.com/","East Berlin, PA","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/dd22b480133d7f3d4542166759204f0f.png","https://clutch.co/profile/jma-resources"
"Neon Software Co.","Software Product Engineering; faster, but better.","Visit Website","https://neonsoftware.co/","Detroit, MI","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8bbc2b98080f7718c7331cc9927bf41d.png","https://clutch.co/profile/neon-software-co"
"Advancing Strategic Innovations, LLC","We Can Help Serve and Support","Visit Website","https://strategicinnovations.net/","Wilmington, DE","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/885a316144cfd19982cd159a4e305e02.jpg","https://clutch.co/profile/advancing-strategic-innovations"
"Distro Systems","Build Apps Fast","Visit Website","http://www.distrosystems.com/","Troy, MI","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c03ba2ec00fbec3e0c636df0926a67ab.jpeg","https://clutch.co/profile/distro-systems"
"Hiring Ltd","Where YOUR success is our top priority","Visit Website","https://www.hiring.bg/","Sofia, Bulgaria","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8353f6df75e2786e5b2fed69cf5214ec.png","https://clutch.co/profile/hiring"
"Zaatdev OÜ","Bulding blazigly fast and smart apps","Visit Website","https://zaat.dev/","Tallinn, Estonia","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/01390005fa33dd81ebbc4ba6fe49fc5d.png","https://clutch.co/profile/zaatdev-o%C3%BC"
"Open Agents","Intelligent Automation","Visit Website","https://www.openagents.io/","Providencia, Chile","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/104762676915cb9475f25804d3b56dff.png","https://clutch.co/profile/open-agents"
"Deep Fork Technology","Custom Software for Small Businesses and Startups","Visit Website","https://www.deepforktechnology.com/","Oklahoma City, OK","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e4d553763889c03f1be44e468b200d59.jpeg","https://clutch.co/profile/deep-fork-technology"
"Inversiones Gutiérrez García","Information Technology & Services Bogotà","Visit Website","https://www.igg.com.co/","Bogotá, Colombia","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c59cf64398be974364d078f623717d73.jpg","https://clutch.co/profile/inversiones-guti%C3%A9rrez-garc%C3%ADa"
"CPI Technologies GmbH","WE BUILD SOFTWARE PROJECTS THAT WORK AND SELL!","Visit Website","https://cpitech.io/en","Mainz, Germany","2 - 9","15% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c9cf50662895f3a9a33fb49caab3b658_0.jpeg","https://clutch.co/profile/cpi-technologies-gmbh"
"Digiture","Creating Digital Future","Visit Website","http://www.digiture.com/","Southlake, TX","10 - 49","15% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/aaeaaqaaaaaaaaonaaaajgi0nmu4ztmwlti2m2utndu2mc1hzjc1lwq4otvkzdfizdk5mg.png","https://clutch.co/profile/digiture"
"HeyDay Pro","Helsinki Digital Agency","Visit Website","https://heydaypro.com/","Helsinki, Finland","10 - 49","15% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/heyday_pro.png","https://clutch.co/profile/heyday-pro"
"Counterpart","Indiana Software Agency","Visit Website","https://www.counterpart.biz/","Fishers, IN","10 - 49","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/counterpart.png","https://clutch.co/profile/counterpart-0"
"Ushyaku Software Solutions","Mobile and Web App Development company","Visit Website","http://ushyaku.com/","Gurugram, India","10 - 49","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ec9653bc351b01df9063493d089d678c.png","https://clutch.co/profile/ushyaku-software-solutions"
"Youtouch Technology","Innovation, creativity and service quality","Visit Website","http://www.youtouch.cl/","Santiago, Chile","10 - 49","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/cc5fb5c5b6d908a52d046a301bc4efcc.jpeg","https://clutch.co/profile/youtouch-technology"
"Milkinside","Crafting the future of Digital Experiences","Visit Website","http://milkinside.com/","San Francisco, CA","10 - 49","15% Artificial Intelligence","$250,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ca4ce7a88cf0ffba7748eb34330c6563.png","https://clutch.co/profile/milkinside"
